 1    2   90   500  42.7   0.0048     2.1     3.94  423.52   3.7   4.7
 1    2   90   600  42.8   0.0047     2.1     4.41  436.72   3.7   4.5
 1    2   90   700  43.7   0.0044     2.1     5.06  493.07   3.6   4.6
 1    2   90   800    44   0.0043     3.7     4.46  526.52   3.7   4.5
 1    2   90   900  44.6   0.0041      25     4.99  623.92   3.9   4.5
 1    2   90  1000    46   0.0042    60.9     5.67  701.05   3.9   4.2
 1    2   90  1100    48   0.0043    97.5     5.72   729.9     4   4.4
 1    2   90  1200  49.4   0.0042   139.2     6.59  749.29   4.1   4.2
 1    2   90  1300  49.4   0.0038     137     6.25  741.11   4.1   4.3
 1    2   90  1400  50.3   0.0034     180     5.79  749.17   4.1     4
 1    2   90  1500  51.1   0.0034    81.4     5.89  754.14   4.2   3.9
 1    2   90  1600  50.9   0.0035    53.6     5.57  742.06   4.2   4.3
 1    2   90  1700  50.7   0.0038    32.1     5.74  723.84   4.4   3.8
 1    2   90  1800  50.8    0.004     4.7     4.55  619.44   4.2   3.7
 1    2   90  1900  50.6   0.0043     1.4     4.05  571.08   4.3   4.5
 1    2   90  2000  50.2   0.0047     1.4     5.16  555.13     4     4
 1    2   90  2100  49.6   0.0051     1.6     4.57  551.89   3.9   4.3
 1    2   90  2200  50.3   0.0056     1.4     3.46   545.8   3.9   4.1
 1    2   90  2300  49.8   0.0058     1.5     5.16  541.02     4   4.1
 1    3   90     0  51.3   0.0069     1.4      6.2  536.18   4.1   3.8
 1    3   90   100  52.1   0.0078     1.4     8.21  536.32   4.2   4.4
 1    3   90   200    53 0.005263     1.4     7.95  532.67   4.1   3.8
 1    3   90   300    54 0.005418     1.2     8.35  531.36   4.1     4
 1    3   90   400  54.5 0.005849     1.1     9.25  533.26   4.2   3.7
 1    3   90   500  54.9 0.005756     1.1    11.38  531.11   4.2   3.7
 1    3   90   600  55.6 0.006045     1.1     9.66  535.65   4.4   3.9
 1    3   90   700  56.5 0.007006       1     8.16   553.8   4.3   3.3
 1    3   90   800  56.9 0.006201     1.6     7.27  581.17   4.1   3.8
 1    3   90   900  56.5 0.006363    13.6     7.23  657.32   4.3   3.5
 1    3   90  1000  56.5 0.005682    45.3     8.47  716.97   4.3   3.8
 1    3   90  1100  57.2 0.006357    57.2     7.43  764.62   4.5   3.2
 1    3   90  1200  58.4 0.005847    79.9     3.93   769.1   4.5   3.2
 1    3   90  1300  60.2 0.006612    74.6     6.38   751.2   4.4     3
 1    3   90  1400  61.6 0.006666    73.1     6.71  774.84   4.6     3
 1    3   90  1500  62.8 0.007174    62.4     5.19  773.22   4.8   2.8
 1    3   90  1600  64.3 0.007258    59.2     3.94  753.67   4.8   2.7
 1    3   90  1700  66.5 0.007464    53.8     4.97  723.39   4.7   2.7
 1    3   90  1800  67.7 0.008981     9.7     8.53  616.45   4.4   2.6
 1    3   90  1900  67.3 0.009054       0      9.1  570.54   4.4   2.6
 1    3   90  2000    67 0.008448     0.1     7.37  560.27   4.4   2.6
 1    3   90  2100  66.7  0.00735       0     5.26  561.72   4.5   2.7
 1    3   90  2200  66.8 0.006566     0.1     4.57  562.22   4.5   2.7
 1    3   90  2300  66.7 0.006294       0     4.31  552.67   4.5   2.6
 1    4   90     0  62.8   0.0108     0.3     7.32  531.65   4.8   3.2
 1    4   90   100  60.7   0.0088     0.6     1.63  525.57   4.6   2.9
 1    4   90   200  59.5   0.0093     0.6     3.83  528.97   4.4   3.7
 1    4   90   300  59.9   0.0059     0.6     5.98  522.62   4.6   3.4
 1    4   90   400    59   0.0044     0.7     3.69  522.39   4.5   3.3
 1    4   90   500  58.3   0.0038     0.9      5.8  526.43   4.4   3.9
 1    4   90   600  57.3   0.0031     0.9     7.02  531.97   4.3   3.6
 1    4   90   700  55.6   0.0031       1     7.08  535.19   4.5   3.9
 1    4   90   800  53.4   0.0031     9.7    11.82  555.71   4.5   4.3
 1    4   90   900  51.2   0.0036      56     8.64  645.49     5   3.8
 1    4   90  1000  49.9   0.0035   209.3    12.66  714.84   4.9   4.2
 1    4   90  1100  49.8   0.0036   299.1     11.4  759.99   4.9   3.9
 1    4   90  1200    49   0.0037   261.5     9.76  763.89     5   4.1
 1    4   90  1300  49.4   0.0036   365.9     8.81  755.98   4.9   3.7
 1    4   90  1400  50.1   0.0034   266.9     8.34     770   4.9   3.7
 1    4   90  1500    52   0.0035   344.5     8.27  763.05     5   3.5
 1    4   90  1600  51.4   0.0035     178     8.57  749.68   4.9   3.9
 1    4   90  1700  49.5   0.0035    61.1     7.83  726.88   4.9   4.4
 1    4   90  1800  48.5   0.0037     8.4     7.27  621.05   4.8   3.6
 1    4   90  1900  47.9   0.0039     1.5     6.27  557.83   4.6   3.7
 1    4   90  2000  47.9   0.0038     1.5     6.99  549.45   4.5   4.6
 1    4   90  2100  47.6   0.0038     1.5     7.25  547.12   4.6   4.2
 1    4   90  2200  47.3   0.0039     1.5     5.73  537.67   4.5   4.2
 1    4   90  2300    47    0.004     1.5      5.1   534.7   4.4   4.3
 1    5   90     0  46.8   0.0041     1.6     4.97     529   4.4   4.2
 1    5   90   100  46.4    0.004     1.6      5.8  529.17   4.4   3.8
 1    5   90   200  46.3    0.004     1.6     5.88  533.49   4.3   4.8
 1    5   90   300  46.2    0.004     1.6     6.39  541.04   4.4   4.5
 1    5   90   400  46.1    0.004     1.6     6.48  539.54   4.3   4.3
 1    5   90   500  46.3    0.004     1.6     5.78  535.91   4.3   4.4
 1    5   90   600  46.2   0.0041     1.7     4.89  536.24   4.3   4.4
 1    5   90   700  46.1   0.0043     1.6     4.74  544.24   4.4   4.4
 1    5   90   800  46.2   0.0045     2.9     4.06   568.1   4.3   4.4
 1    5   90   900  44.7   0.0051    36.3     3.61  637.46   4.2     4
 1    5   90  1000  45.6   0.0055      45      4.1  687.14   3.5   3.6
 1    5   90  1100    44   0.0057    62.1     9.93  727.95   2.1   3.6
 1    5   90  1200  45.2    0.006    74.8     8.82  753.81   3.4   3.9
 1    5   90  1300  45.6   0.0057    64.8     7.44  755.39   4.4   3.3
 1    5   90  1400  45.6   0.0062    55.8     3.29  769.48   4.4   3.8
 1    5   90  1500  45.4 0.003426    33.1     2.92  766.21   4.6   3.9
 1    5   90  1600  45.3  0.00366    25.5     4.95  748.96   4.5   3.8
 1    5   90  1700  45.3 0.003399    16.7     4.44  713.78   4.5     4
 1    5   90  1800  45.3 0.003568     3.9     5.84  618.74   4.5   4.2
 1    5   90  1900  44.9 0.003202     1.6     4.67   556.5   4.4   4.4
 1    5   90  2000  45.1 0.003311     1.6     5.13  537.68   4.3   4.1
 1    5   90  2100  45.3 0.002985     1.6     3.53  537.36   4.3     4
 1    5   90  2200  45.4 0.002887     1.6     5.03  537.03   4.3   4.2
 1    5   90  2300  45.2 0.002645     1.6        5  527.77   4.3   4.3
 1    6   90     0  44.7 0.003555     1.5     6.05  515.61   4.2   4.8
 1    6   90   100  44.6  0.00378     1.6     5.08  497.72   4.3   4.2
 1    6   90   200  44.4 0.003766     1.6     4.64  487.17   4.2   4.5
 1    6   90   300  44.2 0.003985     1.7     5.49  480.96   4.2   4.4
 1    6   90   400  43.9 0.003983     1.7     5.09   475.9   4.1   4.4
 1    6   90   500  43.8 0.004132     1.7     5.58  472.72   4.2   4.4
 1    6   90   600  43.6 0.004059     1.7     6.33  469.72   4.1   4.7
 1    6   90   700  43.8 0.004179     1.7     5.16   468.4     4   4.2
 1    6   90   800  43.7 0.004073     2.8     4.53  460.32   4.1   4.4
 1    6   90   900  43.8 0.004026    15.3     4.22  453.25   4.1   4.4
 1    6   90  1000  43.9 0.003945    52.1     4.46  473.95   4.1   4.4
 1    6   90  1100  44.1 0.003708    84.6     5.38  485.59     4   4.7
 1    6   90  1200  44.7 0.003866    70.9     5.31  510.68   4.1   4.4
 1    6   90  1300  44.9 0.003767    80.4     5.03  518.19   4.2   4.4
 1    6   90  1400  44.9  0.00363    58.7     4.83  514.62   4.2   4.5
 1    6   90  1500  44.9 0.003628    75.8     6.04  509.67   4.1   4.4
 1    6   90  1600  45.1 0.003453    66.8     7.12  514.19   4.2   4.8
 1    6   90  1700  44.9 0.003342    20.6     6.64  509.59   4.2   4.9
 1    6   90  1800    44 0.003244     4.5      7.1  520.16     4   4.7
 1    6   90  1900  43.7 0.003134     1.7     5.97  524.44   4.2   4.6
 1    6   90  2000  43.5 0.002982     1.7     5.86  518.91   4.1   4.5
 1    6   90  2100  43.2 0.002721     1.7     5.54  516.91   4.2   4.7
 1    6   90  2200    43 0.002539     1.7     5.34  511.92   4.1   4.6
 1    6   90  2300    43 0.002639     1.7     6.45  510.42   4.2   4.5
 1    7   90     0  43.2 0.003287     1.7     4.71  506.92   4.1   4.3
 1    7   90   100  42.9 0.003386     1.7     4.52  491.04   4.1   4.6
 1    7   90   200    43 0.003186     1.7     2.12  478.72   4.2   4.8
 1    7   90   300  43.2 0.003391     1.7     3.67  464.03   4.1   5.3
 1    7   90   400  42.9 0.003649     1.7      3.5   460.2   4.2   4.7
 1    7   90   500  42.7 0.003786     1.7     4.87  457.49   4.1   4.8
 1    7   90   600  42.8 0.003653     1.7     4.63  457.17   4.1   5.2
 1    7   90   700  42.8 0.003808     1.7     4.56  456.24   4.2   4.9
 1    7   90   800  42.7 0.003796     6.5     3.69  444.01     4   4.5
 1    7   90   900  42.4 0.003662    71.4     3.62  437.43   4.1   4.6
 1    7   90  1000  44.2   0.0055   229.3     3.55  442.73   4.2     4
 1    7   90  1100  48.8   0.0045   470.9     5.93  458.84   4.2   4.1
 1    7   90  1200  52.1   0.0035   584.1     5.72  478.11   4.1     4
 1    7   90  1300  53.4   0.0028   635.4     9.21  493.98   4.2     4
 1    7   90  1400  54.4   0.0027     609    10.78  492.39   4.4     4
 1    7   90  1500  55.3   0.0026     529     8.26   503.3   4.4     4
 1    7   90  1600    56   0.0024   378.1     8.15  502.59   4.4   4.3
 1    7   90  1700  56.1   0.0023   198.5     6.16  497.62   4.6   4.4
 1    7   90  1800  55.2   0.0024    32.8     3.61  488.19   4.5   4.5
 1    7   90  1900  53.9   0.0025     1.1     0.78  500.46   4.5   3.7
 1    7   90  2000  53.4   0.0026     1.5     0.78  502.75   4.3   4.2
 1    7   90  2100  52.6   0.0026     1.6     0.39  504.49   4.2   4.3
 1    7   90  2200  51.8   0.0027     1.6     3.35  501.63   4.2   4.6
 1    7   90  2300  50.7   0.0029     1.6     5.07  487.84   4.2   4.7
 1    8   90     0  49.5   0.0029     1.6     6.13  464.11   4.4   4.9
 1    8   90   100  47.9   0.0027     1.6     6.43  458.79   4.2     5
 1    8   90   200  46.6   0.0029     1.6     6.29  453.15   4.2   4.2
 1    8   90   300  44.9   0.0033     1.8     7.19  446.34   4.2   4.6
 1    8   90   400  45.1   0.0033     1.8     8.58  447.43   4.1   5.1
 1    8   90   500  44.9   0.0036     1.8     7.21  446.21   4.2   5.1
 1    8   90   600  42.8   0.0035     1.8     6.36  450.62   4.2     5
 1    8   90   700  42.5   0.0036       2     6.62  483.07   4.1     5
 1    8   90   800    41   0.0037    17.2     8.42   524.7   4.2   5.1
 1    8   90   900  41.7   0.0041   158.8     7.75  642.04   4.1   4.3
 1    8   90  1000  45.1   0.0038     343     8.76  695.82   4.2   3.6
 1    8   90  1100  50.6   0.0035     505      9.2  737.48   4.4   3.7
 1    8   90  1200  55.8   0.0031   615.8     7.22  751.98   4.6   3.6
 1    8   90  1300  59.3   0.0027   660.7     8.24  727.18   4.7   3.4
 1    8   90  1400  63.5   0.0023   638.8     8.28  747.71   4.4   3.3
 1    8   90  1500  65.3   0.0015   549.9     7.74  751.71   4.4   3.2
 1    8   90  1600  66.1   0.0012     403     7.95  752.72   4.4   3.2
 1    8   90  1700  65.8    0.002   215.4     9.31  724.02   4.7     3
 1    8   90  1800  63.9   0.0025    36.7     7.11  624.81   4.6   3.2
 1    8   90  1900  62.1   0.0029     0.4     6.51  573.06   4.3   3.3
 1    8   90  2000  59.6   0.0029     0.6     7.02  554.05   4.3   3.6
 1    8   90  2100  56.5   0.0038     0.7     7.25  561.23   4.5   3.6
 1    8   90  2200  53.9   0.0054     0.9    10.17  562.33   4.6   4.2
 1    8   90  2300  52.8   0.0053       1     9.11  556.86   4.7   4.2
 1    9   90     0  51.4    0.005       1     9.26  542.94   4.6   4.8
 1    9   90   100  50.4   0.0053     1.2     5.11  526.56   4.6   4.5
 1    9   90   200  50.8   0.0056     1.2     8.69  508.42   4.6   4.5
 1    9   90   300  49.8    0.006     1.2     8.41   495.3   4.5   4.6
 1    9   90   400  48.7   0.0062     1.4     8.45  491.71   4.5   4.6
 1    9   90   500  47.9   0.0062     1.5     6.82  487.51   4.6   4.6
 1    9   90   600  47.8   0.0059     1.6     5.18  491.29   4.4   4.2
 1    9   90   700  48.1   0.0062     1.5     3.76  522.71   4.4     4
 1    9   90   800  47.8   0.0065    19.2     6.58  545.93   4.5   5.1
 1    9   90   900  49.8   0.0071   197.8     3.04  650.45   4.5     3
 1    9   90  1000  53.3   0.0074   323.5     7.38  736.06   4.7   3.5
 1    9   90  1100  58.1   0.0072   444.5     8.71  778.13   4.6   3.2
 1    9   90  1200  61.9   0.0062   566.5     6.88  790.37   4.5     3
 1    9   90  1300  64.3   0.0053   530.9     3.61  778.26   4.7   3.1
 1    9   90  1400  65.5    0.005   477.7     2.45  782.53   4.8   2.9
 1    9   90  1500  68.2   0.0041   533.3     1.73  781.62   5.1   2.8
 1    9   90  1600  68.5   0.0038   389.4      2.7  762.38   5.1   2.8
 1    9   90  1700  68.4   0.0036   216.3      2.1  725.51   5.1   2.7
 1    9   90  1800  67.5   0.0036    23.8     2.06  610.76   4.9   2.8
 1    9   90  1900  64.5   0.0035     0.1     2.75  566.44   4.5     3
 1    9   90  2000  62.1    0.004     0.5     2.99  556.84   4.5   3.6
 1    9   90  2100    60   0.0041     0.7     4.47  555.18   4.7   3.2
 1    9   90  2200    59    0.004     0.9     5.19  553.35   4.8   3.8
 1    9   90  2300  58.5    0.004       1     1.96     543   4.6   3.4
 1   10   90     0  57.7   0.0038     1.1     4.04  531.79   4.7   3.8
 1   10   90   100  56.8   0.0034     1.2     5.78  517.85   4.6   3.8
 1   10   90   200  57.8   0.0031     1.1     3.05  510.61   4.6   3.3
 1   10   90   300  55.2   0.0033     1.2     4.01  504.53   4.4   3.9
 1   10   90   400  53.6   0.0031     1.4     3.65  500.84   4.5   3.8
 1   10   90   500  51.5   0.0032     1.5     1.31  501.07   4.4   3.9
 1   10   90   600  51.4   0.0032     1.6     0.56  506.29   4.3   4.1
 1   10   90   700  48.7   0.0035     1.6     1.16  539.65   4.4   4.7
 1   10   90   800  46.9   0.0035    16.5     1.76  564.11   4.5   4.6
 1   10   90   900  47.2   0.0036   153.9      1.2   660.7   4.5   2.9
 1   10   90  1000  53.6   0.0035   336.7     0.37  723.95   4.6   3.5
 1   10   90  1100    59   0.0029   498.7     2.83  753.06   4.4   3.2
 1   10   90  1200  63.5   0.0022   609.5     4.66  765.88   4.6     3
 1   10   90  1300  66.6   0.0018   658.3     3.73  761.84     5   2.9
 1   10   90  1400  68.6   0.0015   636.8      3.6  771.96   5.1   2.8
 1   10   90  1500    70   0.0015     547     4.24  773.36   4.9   2.7
 1   10   90  1600  70.9   0.0017   400.1     5.13  768.57   4.8   2.5
 1   10   90  1700  71.3   0.0019   213.7     6.57  741.25   4.9   2.5
 1   10   90  1800  69.8   0.0027    36.5     5.16  626.64   4.9   2.5
 1   10   90  1900    68   0.0032       0     5.25  588.54   4.9   2.7
 1   10   90  2000  65.9   0.0043     0.1      6.2  575.54     5   2.8
 1   10   90  2100  62.5   0.0067     0.4     8.89   568.8   4.9     3
 1   10   90  2200  59.3   0.0082     0.5      7.2  572.33   4.7   3.3
 1   10   90  2300  57.4   0.0093     0.7     3.91  557.93   4.4     3
 1   11   90     0  56.1 0.006101       1     2.75  549.96   4.4   3.2
 1   11   90   100  55.5 0.006865     0.9     4.12  545.46   4.4   2.9
 1   11   90   200  55.3 0.006931     0.9     8.46  532.35   4.4     3
 1   11   90   300    56 0.006661     0.9     6.01  520.17   4.3   3.4
 1   11   90   400  55.9 0.006933     0.9     4.95  510.53   4.4   3.3
 1   11   90   500  55.2 0.006644     0.9     5.79  510.67   4.3   3.4
 1   11   90   600  56.8 0.007407     0.9     8.96  509.18   4.4   3.2
 1   11   90   700  55.6 0.007095       1      9.1     534   4.5   3.2
 1   11   90   800  55.2 0.006738     7.9     8.57  561.79   4.4   3.3
 1   11   90   900  55.1 0.006698    65.8     9.33  663.79   4.4     3
 1   11   90  1000  56.5   0.0097   322.5     8.95  724.48   4.4   2.9
 1   11   90  1100    59   0.0091   490.4     8.27  751.65   4.8   2.6
 1   11   90  1200  62.8   0.0076   605.6     8.81  749.88   4.9   2.5
 1   11   90  1300  66.8   0.0064   655.4     8.82  735.06   4.9   2.6
 1   11   90  1400  70.2   0.0057   632.4     8.52  755.95   4.9   2.5
 1   11   90  1500  73.2   0.0056   544.1      5.9  757.54   5.1   2.4
 1   11   90  1600    75    0.005   398.2     4.35  757.71   4.9   1.9
 1   11   90  1700  74.8    0.005   207.3     4.68  732.57   4.4     2
 1   11   90  1800  73.7   0.0051    34.3     4.25  635.34   5.6     2
 1   11   90  1900  71.9   0.0054       0     3.22  590.08   5.7   2.2
 1   11   90  2000  68.6    0.006     0.3     1.07   573.8   5.9   2.6
 1   11   90  2100  65.2   0.0063     0.5     2.33  571.88   5.6   2.6
 1   11   90  2200  63.2   0.0043     0.7     7.19  568.16   5.4   2.8
 1   11   90  2300  60.6   0.0039     0.9     5.57  558.05   5.3     3
 1   12   90     0    57   0.0035       1     7.55  545.22     5   3.4
 1   12   90   100  54.6   0.0025     1.1     8.67  532.38   4.8   3.8
 1   12   90   200  52.6    0.002     1.4     9.31  522.38   4.8   3.9
 1   12   90   300  50.8   0.0016     1.5    10.23  512.85   4.7   3.7
 1   12   90   400  48.9   0.0012     1.7    12.32  504.16   4.6   4.7
 1   12   90   500  47.5   0.0013     1.8    11.33  504.74   4.6   4.3
 1   12   90   600  47.1   0.0018     1.8    12.09  511.44   4.6   4.3
 1   12   90   700  46.3   0.0017     1.8    10.62  545.46   4.6   4.6
 1   12   90   800  45.1   0.0017    16.2     7.92  562.53   4.7   4.5
 1   12   90   900  45.2    0.001   152.7     8.69  668.62   4.8   3.4
 1   12   90  1000  48.2   0.0003   344.5     11.1  731.78     5   3.2
 1   12   90  1100  51.7 0.004067   510.9    14.85  764.62     5   3.5
 1   12   90  1200  53.1 0.003996   623.2    13.38   760.9   5.2   3.4
 1   12   90  1300  55.1 0.003704   670.5    12.55  748.09   5.2   3.5
 1   12   90  1400  56.3 0.003688   649.5    12.25  771.12   5.2   3.3
 1   12   90  1500  56.8 0.003929   562.1    12.84  784.65   5.3   3.3
 1   12   90  1600  56.8 0.004475   416.2    11.73  771.41   5.4   3.3
 1   12   90  1700  55.1 0.004507   228.6    12.09  729.89   5.3   3.8
 1   12   90  1800  52.6 0.004746    43.6    10.67  612.76   5.2   4.1
 1   12   90  1900  49.4 0.004776     1.5     9.06  578.38   5.1   3.7
 1   12   90  2000  46.6   0.0001     1.7     7.34  566.31   4.4   3.9
 1   12   90  2100  44.4   0.0002       2     7.73  552.07   4.1     4
 1   12   90  2200  42.5   0.0003     2.1     6.21   552.3   4.1     4
 1   12   90  2300  40.9   0.0004     2.5     5.65  545.37   3.9   4.2
 1   13   90     0  39.5   0.0005     2.5      5.8  528.51     4   4.2
 1   13   90   100  38.3   0.0005     2.6     5.68  511.28     4   4.4
 1   13   90   200    37   0.0005     2.7     4.98  512.12   3.8   4.1
 1   13   90   300  35.9   0.0006     2.7     5.94  513.48   3.7   4.3
 1   13   90   400  34.4   0.0006     2.8     5.24  507.26   3.7   4.5
 1   13   90   500  33.7   0.0007     2.9     4.46  507.82   3.7   4.4
 1   13   90   600  32.7   0.0007     3.1     3.83  507.72   3.7   5.1
 1   13   90   700  32.4   0.0007     3.2     3.25  509.02   3.5   4.9
 1   13   90   800  32.1   0.0008    21.9     1.88  499.06   3.5   5.1
 1   13   90   900  33.1   0.0008     157     4.86   503.5   3.5   4.2
 1   13   90  1000  36.4   0.0008   328.4     6.29  503.55   3.6   4.6
 1   13   90  1100    41   0.0005   514.3     8.78  522.24   4.1   4.8
 1   13   90  1200  44.6   0.0003   469.4      6.5  528.17   4.1   4.2
 1   13   90  1300  48.8 0.002401   668.5     6.24  530.42   4.3   4.2
 1   13   90  1400  51.4 0.002577   644.1     7.65  530.46   4.3   4.1
 1   13   90  1500  53.2   0.0001   522.1     7.42  535.97   4.3   3.9
 1   13   90  1600  54.8   0.0003   392.3     7.19  534.29   4.4   4.1
 1   13   90  1700  55.1   0.0006   170.5     6.85  527.31   4.1   3.8
 1   13   90  1800  54.4   0.0011     8.9     3.93  516.98   4.2   4.4
 1   13   90  1900  53.7   0.0014     1.1     3.52  524.07   4.1   3.8
 1   13   90  2000  52.2   0.0018     1.1     6.49  520.42   4.1   4.6
 1   13   90  2100  50.1   0.0022     1.2     9.24  514.99   4.2   4.2
 1   13   90  2200  48.6    0.003     1.4     8.88  509.88   4.1   4.7
 1   13   90  2300    48   0.0035     1.6     8.45   508.2   4.1   4.2
 1   14   90     0  48.4   0.0041     1.6     7.15  498.74     4   4.2
 1   14   90   100  47.7   0.0044     1.7     5.33  496.62   4.1   3.9
 1   14   90   200  47.1   0.0046     1.7     4.66  485.93     4   4.3
 1   14   90   300  46.6   0.0048     1.8     3.15  477.98     4   3.8
 1   14   90   400  46.4   0.0049     1.7     2.16  475.98   4.1   4.4
 1   14   90   500  46.5    0.005     1.7     1.87  477.68     4     4
 1   14   90   600  47.1   0.0052     1.7     1.85  477.07     4   4.4
 1   14   90   700  47.8   0.0054     1.6      1.4   485.7     4   3.7
 1   14   90   800  48.1   0.0055     4.4     1.17  477.06   4.2   4.1
 1   14   90   900  48.9   0.0058    30.6     1.79   474.6   4.3   4.6
 1   14   90  1000  51.2   0.0062    96.8     3.23  486.02   4.5   4.1
 1   14   90  1100    54   0.0065   182.4     2.96  494.94   4.4   3.7
 1   14   90  1200  58.6   0.0069   273.7      6.5  501.51   4.2   3.7
 1   14   90  1300  61.8   0.0074   136.6     6.56  506.92   4.3   3.3
 1   14   90  1400  63.1    0.008     120     5.93   520.1   4.3   3.4
 1   14   90  1500  64.4   0.0081   185.1      7.3  519.73   4.4   3.3
 1   14   90  1600  65.3    0.008   148.8     7.45  514.46   4.5   3.1
 1   14   90  1700  65.8   0.0082    75.1     6.92  503.29   4.6   3.3
 1   14   90  1800  65.2   0.0084    11.4     3.59   497.5   4.8   2.9
 1   14   90  1900  64.7   0.0084     0.5     4.64   511.3   4.7   3.4
 1   14   90  2000  64.4   0.0086     0.5     4.58  508.68   4.8     3
 1   14   90  2100  64.2   0.0092     0.5     5.24  519.84   4.8   3.4
 1   14   90  2200  63.1   0.0097     0.5     5.22  528.97   4.8   3.2
 1   14   90  2300  62.4   0.0104     0.6     6.12  518.49   4.8   3.1
 1   15   90     0  62.3   0.0115     0.6     6.15  510.41   4.9   3.1
 1   15   90   100  62.5   0.0121     0.6     5.35  493.13   4.8   3.3
 1   15   90   200  61.5   0.0117     0.6     4.15  485.58   4.8   2.9
 1   15   90   300  60.8   0.0115     0.7     3.89  482.84   4.8   3.2
 1   15   90   400  60.3 0.009108     0.7     4.27  478.67   4.8   3.1
 1   15   90   500  60.1 0.008472     0.6     4.59  480.42   4.9   3.4
 1   15   90   600  60.3  0.00936     0.6     3.57  489.43   4.8     3
 1   15   90   700  60.7 0.009015     0.6     4.31  529.04   4.7   3.1
 1   15   90   800  61.6 0.009132     3.2     4.55  609.78   4.7     3
 1   15   90   900  61.8 0.008738    56.5     5.34  742.39   4.7   2.8
 1   15   90  1000  62.8 0.009635     120     6.64  794.81   5.2   2.5
 1   15   90  1100    64   0.0128   253.4     7.64  725.06   5.6   2.3
 1   15   90  1200  65.6   0.0128   245.9     7.89  725.06     6   2.4
 1   15   90  1300  67.5   0.0113   279.1     8.82  725.06   6.1   2.3
 1   15   90  1400  71.1   0.0089   579.2     10.8  725.06   5.9   2.2
 1   15   90  1500  71.9   0.0081   379.6     10.4  834.19   5.6   2.2
 1   15   90  1600  72.2   0.0079   288.3      9.2  833.83   5.7     2
 1   15   90  1700  72.2   0.0076   193.4    10.67  807.51   5.7   2.1
 1   15   90  1800  70.7   0.0078    32.8     7.27  702.23   6.1   2.2
 1   15   90  1900  68.5   0.0087     0.1     7.43  654.01   6.3   2.3
 1   15   90  2000  66.7   0.0089     0.1     5.99  640.47   6.3   2.5
 1   15   90  2100  64.3   0.0086     0.4     8.74  631.99   6.1   2.6
 1   15   90  2200  62.3   0.0089     0.5     9.84  604.55   5.8   2.8
 1   15   90  2300  61.1   0.0094     0.6      8.1  567.14   5.7     3
 1   16   90     0  60.3   0.0097     0.7     6.66  545.61   5.7   2.9
 1   16   90   100  59.5   0.0103     0.7     8.55  515.18   5.7   3.1
 1   16   90   200  59.3   0.0108     0.7     6.58  502.69   5.6   3.2
 1   16   90   300  58.8   0.0107     0.9     7.82  498.59   5.6   3.2
 1   16   90   400  58.6 0.008467     0.9     8.37  498.74   5.6   3.4
 1   16   90   500    59 0.008847     0.9     8.81  498.89   5.4   3.2
 1   16   90   600  59.6 0.010097     0.7     7.89  503.85   5.6   2.9
 1   16   90   700    61 0.009118     0.6     8.41  530.29   5.6   3.4
 1   16   90   800  62.1 0.010912       7    10.17   594.2   5.7   2.7
 1   16   90   900  63.2   0.0125    54.8     9.29   718.5     6   2.9
